,phrase,label,sentiment,subjectivity,language,count
between 7 and 9 April 2026,between 7 and 9 April 2026,DATE,,,en,1.0
Tuesday morning,Tuesday morning,TIME,,,en,1.0
Rainy morning,Rainy morning,TIME,,,en,1.0
these two days,these two days,DATE,,,en,1.0
the last 11 years,the last 11 years,DATE,,,en,1.0
the next 2 to 3,the next 2 to 3,DATE,,,en,1.0
94%,94%,PERCENT,,,en,1.0
June to September,June to September,DATE,,,en,1.0
28.8 degrees Celsius,28.8 degrees Celsius,QUANTITY,,,en,1.0
the coldest day of April in three years,the coldest day of April in three years,DATE,,,en,1.0
the Iran war,the Iran war,EVENT,,,en,1.0
April day,April day,DATE,,,en,1.0
50 to 56 kmph,50 to 56 kmph,QUANTITY,,,en,1.0
8th,8th,DATE,,,en,1.0
The coldest day of April in 11 years,The coldest day of April in 11 years,DATE,,,en,1.0
28.2 degrees,28.2 degrees,QUANTITY,,,en,1.0
"10°C, IMD issued alert.","10°C, IMD issued alert.",PERCENT,,,en,1.0
April 8),April 8),DATE,,,en,1.0
"2,18,000","2,18,000",CARDINAL,,,en,1.0
23 March,23 March,DATE,,,en,1.0
3-5 degrees,3-5 degrees,QUANTITY,,,en,1.0
500 million,500 million,CARDINAL,,,en,1.0
Strength Within,Strength Within,WORK_OF_ART,,,en,1.0
2026 date & time,2026 date & time,DATE,,,en,1.0
a day before Holi,a day before Holi,DATE,,,en,1.0
This year the festival of,This year the festival of,DATE,,,en,1.0
4th March,4th March,DATE,,,en,1.0
desi,desi,NORP,,,en,1.0
18 hours,18 hours,TIME,,,en,1.0
Bengaluru airport,Bengaluru airport,FAC,,,en,1.0
the Kempegowda International Airport,the Kempegowda International Airport,FAC,,,en,1.0
about 18 hours late,about 18 hours late,TIME,,,en,1.0
this T20 World Cup,this T20 World Cup,EVENT,,,en,1.0
Iran War,Iran War,EVENT,,,en,1.0
₹40 lakh,₹40 lakh,MONEY,,,en,1.0
more than 500 million,more than 500 million,CARDINAL,,,en,1.0
5.7,5.7,CARDINAL,,,en,1.0
33 degrees Celsius,33 degrees Celsius,QUANTITY,,,en,1.0
33.2 degrees Celsius,33.2 degrees Celsius,QUANTITY,,,en,1.0
25 liters,25 liters,QUANTITY,,,en,1.0
the first day of Chaitra month,the first day of Chaitra month,DATE,,,en,1.0
Dubai Airport,Dubai Airport,FAC,,,en,1.0
up to 60%,up to 60%,PERCENT,,,en,1.0
the coming summer,the coming summer,DATE,,,en,1.0
late spring,late spring,DATE,,,en,1.0
eight days,eight days,DATE,,,en,1.0
PM,PM,TIME,,,en,1.0
normal years,normal years,DATE,,,en,1.0
"March 7, 2026","March 7, 2026",DATE,,,en,1.0
Ramayana Part 2',Ramayana Part 2',WORK_OF_ART,,,en,1.0
centuries,centuries,DATE,,,en,1.0
November 2025,November 2025,DATE,,,en,1.0
the Champions Trophy 2025,the Champions Trophy 2025,EVENT,,,en,1.0
Kannada,Kannada,NORP,,,en,1.0
Asina,Asina,NORP,,,en,1.0
3 pm to 4 pm,3 pm to 4 pm,TIME,,,en,1.0
Malakot,Malakot,NORP,,,en,1.0
one hour,one hour,TIME,,,en,1.0
about 10 degrees,about 10 degrees,QUANTITY,,,en,1.0
26th February,26th February,DATE,,,en,1.0
the Best Children and Family Film,the Best Children and Family Film,WORK_OF_ART,,,en,1.0
79th,79th,ORDINAL,,,en,1.0
British Academy Film Awards,British Academy Film Awards,EVENT,,,en,1.0
the coming few days,the coming few days,DATE,,,en,1.0
ICC T20 World Cup 2026,ICC T20 World Cup 2026,EVENT,,,en,1.0
24th February,24th February,DATE,,,en,1.0
7 pm onwards,7 pm onwards,TIME,,,en,1.0
five years,five years,DATE,,,en,1.0
only 9.8 km,only 9.8 km,QUANTITY,,,en,1.0
the last five years,the last five years,DATE,,,en,1.0
the main winter months,the main winter months,DATE,,,en,1.0
around 7.11 pm,around 7.11 pm,TIME,,,en,1.0
About 23 minutes,About 23 minutes,TIME,,,en,1.0
10 seconds,10 seconds,TIME,,,en,1.0
3.5,3.5,CARDINAL,,,en,1.0
February 26,February 26,DATE,,,en,1.0
11:24 am,11:24 am,TIME,,,en,1.0
34 degrees,34 degrees,QUANTITY,,,en,1.0
the first week of March,the first week of March,DATE,,,en,1.0
The month of March,The month of March,DATE,,,en,1.0
5.5,5.5,CARDINAL,,,en,1.0
27 February 2026,27 February 2026,DATE,,,en,1.0
Nitish Tiwari,Nitish Tiwari,NORP,,,en,1.0
6 March,6 March,DATE,,,en,1.0
Dhurandhar:,Dhurandhar:,WORK_OF_ART,,,en,1.0
Just a day earlier,Just a day earlier,DATE,,,en,1.0
40-50 km/hour,40-50 km/hour,QUANTITY,,,en,1.0
the rainiest month in 3 years,the rainiest month in 3 years,DATE,,,en,1.0
"March 20, 2026","March 20, 2026",DATE,,,en,1.0
50-60,50-60,CARDINAL,,,en,1.0
March 20,March 20,DATE,,,en,1.0
19 degrees,19 degrees,QUANTITY,,,en,1.0
March 20 to 24,March 20 to 24,DATE,,,en,1.0
Coldest March,Coldest March,DATE,,,en,1.0
the coldest day of March,the coldest day of March,DATE,,,en,1.0
six years,six years,DATE,,,en,1.0
21.7 degrees,21.7 degrees,QUANTITY,,,en,1.0
93,93,CARDINAL,,,en,1.0
coldest day of March,coldest day of March,DATE,,,en,1.0
the coldest day,the coldest day,DATE,,,en,1.0
Wednesday to Friday,Wednesday to Friday,DATE,,,en,1.0
the last six years,the last six years,DATE,,,en,1.0
7:20 am,7:20 am,TIME,,,en,1.0
Safdarjung Observatory,Safdarjung Observatory,FAC,,,en,1.0
Hindu New Year,Hindu New Year,EVENT,,,en,1.0
English,English,NORP,,,en,1.0
Rs 100 crore EDI,Rs 100 crore EDI,MONEY,,,en,1.0
the biggest day,the biggest day,DATE,,,en,1.0
Eid,Eid,NORP,,,en,1.0
100 crore,100 crore,MONEY,,,en,1.0
Rs 300 crore,Rs 300 crore,MONEY,,,en,1.0
500 crore,500 crore,MONEY,,,en,1.0
just 3 days,just 3 days,DATE,,,en,1.0
'Peak Detailing','Peak Detailing',WORK_OF_ART,,,en,1.0
noon,noon,TIME,,,en,1.0
three days,three days,DATE,,,en,1.0
2.68,2.68,CARDINAL,,,en,1.0
between winter and summer,between winter and summer,DATE,,,en,1.0
the last day,the last day,DATE,,,en,1.0
Telugu,Telugu,NORP,,,en,1.0
Mahadevpura,Mahadevpura,FAC,,,en,1.0
the 2026 T20 World Cup,the 2026 T20 World Cup,EVENT,,,en,1.0
79 crore,79 crore,CARDINAL,,,en,1.0
74.5 crore,74.5 crore,CARDINAL,,,en,1.0
Narendra Modi Stadium,Narendra Modi Stadium,FAC,,,en,1.0
the Narendra Modi Stadium,the Narendra Modi Stadium,FAC,,,en,1.0
March 7,March 7,DATE,,,en,1.0
8–13 degrees,8–13 degrees,QUANTITY,,,en,1.0
13 degrees,13 degrees,QUANTITY,,,en,1.0
July 2024,July 2024,DATE,,,en,1.0
Saurashtra,Saurashtra,NORP,,,en,1.0
several degrees,several degrees,QUANTITY,,,en,1.0
Bengal,Bengal,NORP,0.02176139272913467,0.03601297149684247,en,1.0
15 years,15 years,DATE,,,en,1.0
36 degrees,36 degrees,QUANTITY,,,en,1.0
36.8 degrees Celsius,36.8 degrees Celsius,QUANTITY,,,en,1.0
First 4 day,First 4 day,DATE,,,en,1.0
The elusive season of March,The elusive season of March,DATE,,,en,1.0
the next days,the next days,DATE,,,en,1.0
"Sunday, March 15","Sunday, March 15",DATE,,,en,1.0
Sunday (March 15,Sunday (March 15,DATE,,,en,1.0
Just hours,Just hours,TIME,,,en,1.0
230,230,CARDINAL,,,en,1.0
Monday (March 16,Monday (March 16,DATE,,,en,1.0
Four,Four,CARDINAL,,,en,1.0
Itanagar,Itanagar,NORP,0.0,1.0,en,1.0
the second hottest year,the second hottest year,DATE,,,en,1.0
